Series Name,Country Name,Year,Value
AGR,Canada,2017 [YR2017],1.519999981
AGR,Cayman Islands,2017 [YR2017],..
AGR,Central African Republic,2017 [YR2017],70.77999878
AGR,Chad,2017 [YR2017],75.63999939
AGR,Channel Islands,2017 [YR2017],2.779999971
AGR,Chile,2017 [YR2017],9.25
AGR,China,2017 [YR2017],26.97999954
AGR,Colombia,2017 [YR2017],16.53000069
AGR,Comoros,2017 [YR2017],35.70000076
AGR,"Congo, Dem. Rep.",2017 [YR2017],65.37999725
AGR,"Congo, Rep.",2017 [YR2017],34.06999969
AGR,Costa Rica,2017 [YR2017],12.57999992
AGR,Cote d'Ivoire,2017 [YR2017],41.88999939
AGR,Croatia,2017 [YR2017],6.980000019
AGR,Cuba,2017 [YR2017],17.98999977
AGR,Curacao,2017 [YR2017],..
AGR,Cyprus,2017 [YR2017],2.529999971
AGR,Czechia,2017 [YR2017],2.799999952
AGR,Denmark,2017 [YR2017],2.109999895
AGR,Djibouti,2017 [YR2017],26.45000076
AGR,Dominica,2017 [YR2017],..
AGR,Dominican Republic,2017 [YR2017],9.579999924
AGR,Ecuador,2017 [YR2017],27.69000053
AGR,"Egypt, Arab Rep.",2017 [YR2017],25.04999924
AGR,El Salvador,2017 [YR2017],18.57999992
AGR,Equatorial Guinea,2017 [YR2017],39.18999863
AGR,Eritrea,2017 [YR2017],64.88999939
AGR,Estonia,2017 [YR2017],3.529999971
AGR,Eswatini,2017 [YR2017],12.85999966
AGR,Ethiopia,2017 [YR2017],67.90000153
AGR,Faroe Islands,2017 [YR2017],..
AGR,Fiji,2017 [YR2017],18.47999954
AGR,Finland,2017 [YR2017],3.75999999
AGR,France,2017 [YR2017],2.609999895
AGR,French Polynesia,2017 [YR2017],7.260000229
AGR,Gabon,2017 [YR2017],31.11000061
AGR,"Gambia, The",2017 [YR2017],28.40999985
AGR,Georgia,2017 [YR2017],43.13000107
AGR,Germany,2017 [YR2017],1.279999971
AGR,Ghana,2017 [YR2017],32.56999969
AGR,Gibraltar,2017 [YR2017],..
AGR,Greece,2017 [YR2017],12.07999992
AGR,Guam,2017 [YR2017],0.25
AGR,Guatemala,2017 [YR2017],31.78000069
AGR,Guinea,2017 [YR2017],62.02999878
AGR,Guinea-Bissau,2017 [YR2017],61.56999969
AGR,Guyana,2017 [YR2017],16.25
AGR,Haiti,2017 [YR2017],29.70000076
AGR,Honduras,2017 [YR2017],31.98999977
AGR,"Hong Kong SAR, China",2017 [YR2017],0.180000007
AGR,Hungary,2017 [YR2017],5.039999962
AGR,Iceland,2017 [YR2017],3.75999999
AGR,India,2017 [YR2017],43.93000031
AGR,Indonesia,2017 [YR2017],30.79000092
AGR,"Iran, Islamic Rep.",2017 [YR2017],17.57999992
AGR,Iraq,2017 [YR2017],19.29000092
AGR,Ireland,2017 [YR2017],5.050000191
AGR,Isle of Man,2017 [YR2017],..
AGR,Israel,2017 [YR2017],1
AGR,Italy,2017 [YR2017],3.779999971
AGR,Jamaica,2017 [YR2017],16.78000069
AGR,Japan,2017 [YR2017],3.440000057
AGR,Jordan,2017 [YR2017],2.680000067
AGR,Kazakhstan,2017 [YR2017],16.55999947
AGR,Kenya,2017 [YR2017],55.86000061
AGR,Kiribati,2017 [YR2017],..
AGR,"Korea, Dem. People's Rep.",2017 [YR2017],44.59000015
AGR,"Korea, Rep.",2017 [YR2017],4.920000076
AGR,Kosovo,2017 [YR2017],..
AGR,Kuwait,2017 [YR2017],1.929999948
AGR,Kyrgyz Republic,2017 [YR2017],23.03000069
AGR,Lao PDR,2017 [YR2017],63.58000183
AGR,Latvia,2017 [YR2017],6.869999886
AGR,Lebanon,2017 [YR2017],12.07999992
AGR,Lesotho,2017 [YR2017],45.43000031
AGR,Liberia,2017 [YR2017],43.22000122
AGR,Libya,2017 [YR2017],17.57999992
AGR,Liechtenstein,2017 [YR2017],..
AGR,Lithuania,2017 [YR2017],7.78000021
AGR,Luxembourg,2017 [YR2017],1.389999986
AGR,"Macao SAR, China",2017 [YR2017],0.400000006
AGR,Madagascar,2017 [YR2017],65.25
AGR,Malawi,2017 [YR2017],76.86000061
AGR,Malaysia,2017 [YR2017],11.28999996
AGR,Maldives,2017 [YR2017],8.960000038
AGR,Mali,2017 [YR2017],63.13000107
AGR,Malta,2017 [YR2017],1
AGR,Marshall Islands,2017 [YR2017],..
AGR,Mauritania,2017 [YR2017],31.97999954
AGR,Mauritius,2017 [YR2017],6.429999828
AGR,Mexico,2017 [YR2017],13.11999989
AGR,"Micronesia, Fed. Sts.",2017 [YR2017],..
AGR,Moldova,2017 [YR2017],32.34000015
AGR,Monaco,2017 [YR2017],..
AGR,Mongolia,2017 [YR2017],28.78000069
AGR,Montenegro,2017 [YR2017],7.940000057
AGR,Morocco,2017 [YR2017],35.02999878
AGR,Mozambique,2017 [YR2017],71.05999756
AGR,Myanmar,2017 [YR2017],50.61999893
AGR,Namibia,2017 [YR2017],21.35000038
AGR,Nauru,2017 [YR2017],..
AGR,Nepal,2017 [YR2017],65.80999756
AGR,Netherlands,2017 [YR2017],2.269999981
AGR,New Caledonia,2017 [YR2017],2
AGR,New Zealand,2017 [YR2017],6.340000153
AGR,Nicaragua,2017 [YR2017],29.92000008
AGR,Niger,2017 [YR2017],73.22000122
AGR,Nigeria,2017 [YR2017],36.04999924
AGR,North Macedonia,2017 [YR2017],16.23999977
AGR,Northern Mariana Islands,2017 [YR2017],..
AGR,Norway,2017 [YR2017],2.059999943
AGR,Oman,2017 [YR2017],4.320000172
AGR,Pakistan,2017 [YR2017],39.86000061
AGR,Palau,2017 [YR2017],..
AGR,Panama,2017 [YR2017],14.48999977
AGR,Papua New Guinea,2017 [YR2017],58.15000153
AGR,Paraguay,2017 [YR2017],20.18000031
AGR,Peru,2017 [YR2017],27.69000053
AGR,Philippines,2017 [YR2017],25.44000053
AGR,Poland,2017 [YR2017],10.22000027
AGR,Portugal,2017 [YR2017],6.400000095
AGR,Puerto Rico,2017 [YR2017],1.129999995
AGR,Qatar,2017 [YR2017],1.25
AGR,Romania,2017 [YR2017],22.78000069
AGR,Russian Federation,2017 [YR2017],5.900000095
AGR,Rwanda,2017 [YR2017],64.62000275
AGR,Samoa,2017 [YR2017],31.40999985
AGR,San Marino,2017 [YR2017],..
AGR,Sao Tome and Principe,2017 [YR2017],20.10000038
AGR,Saudi Arabia,2017 [YR2017],3.559999943
AGR,Senegal,2017 [YR2017],31.62000084
AGR,Serbia,2017 [YR2017],17.21999931
AGR,Seychelles,2017 [YR2017],..
AGR,Sierra Leone,2017 [YR2017],56.13999939
AGR,Singapore,2017 [YR2017],0.059999999
AGR,Sint Maarten (Dutch part),2017 [YR2017],..
AGR,Slovak Republic,2017 [YR2017],2.710000038
AGR,Slovenia,2017 [YR2017],5.559999943
AGR,Solomon Islands,2017 [YR2017],38.75999832
AGR,Somalia,2017 [YR2017],80.69000244
AGR,South Africa,2017 [YR2017],5.28000021
AGR,South Sudan,2017 [YR2017],61.65999985
AGR,Spain,2017 [YR2017],4.349999905
AGR,Sri Lanka,2017 [YR2017],26.06999969
AGR,St. Kitts and Nevis,2017 [YR2017],..
AGR,St. Lucia,2017 [YR2017],10.35000038
AGR,St. Vincent and the Grenadines,2017 [YR2017],10.57999992
AGR,Sudan,2017 [YR2017],39.52000046
AGR,Suriname,2017 [YR2017],8.140000343
AGR,Sweden,2017 [YR2017],1.830000043
AGR,Switzerland,2017 [YR2017],3.109999895
AGR,Syrian Arab Republic,2017 [YR2017],11.22000027
AGR,Tajikistan,2017 [YR2017],46.68000031
AGR,Tanzania,2017 [YR2017],66.23000336
AGR,Thailand,2017 [YR2017],31.45999908
AGR,Timor-Leste,2017 [YR2017],41.02999878
AGR,Togo,2017 [YR2017],33.79000092
AGR,Tonga,2017 [YR2017],20.61000061
AGR,Trinidad and Tobago,2017 [YR2017],3.180000067
AGR,Tunisia,2017 [YR2017],14.81000042
AGR,Turkiye,2017 [YR2017],19.37999916
AGR,Turkmenistan,2017 [YR2017],22.68000031
AGR,Turks and Caicos Islands,2017 [YR2017],..
AGR,Tuvalu,2017 [YR2017],..
AGR,Uganda,2017 [YR2017],72.68000031
AGR,Ukraine,2017 [YR2017],15.40999985
AGR,United Arab Emirates,2017 [YR2017],1.620000005
AGR,United Kingdom,2017 [YR2017],1.159999967
AGR,United States,2017 [YR2017],1.429999948
AGR,Uruguay,2017 [YR2017],8.739999771
AGR,Uzbekistan,2017 [YR2017],27.14999962
AGR,Vanuatu,2017 [YR2017],58.56999969
AGR,"Venezuela, RB",2017 [YR2017],7.449999809
AGR,Vietnam,2017 [YR2017],40.15999985
AGR,Virgin Islands (U.S.),2017 [YR2017],2.029999971
AGR,West Bank and Gaza,2017 [YR2017],6.710000038
AGR,World,2017 [YR2017],27.80173081
AGR,"Yemen, Rep.",2017 [YR2017],28.89999962
AGR,Zambia,2017 [YR2017],50.70999908
AGR,Zimbabwe,2017 [YR2017],66.48000336
AGR,Afghanistan,2018 [YR2018],43.13000107
AGR,Albania,2018 [YR2018],37.29000092
AGR,Algeria,2018 [YR2018],9.880000114
AGR,Angola,2018 [YR2018],50.90999985
AGR,Argentina,2018 [YR2018],0.100000001
AGR,Armenia,2018 [YR2018],25.78000069
AGR,Australia,2018 [YR2018],2.619999886
AGR,Austria,2018 [YR2018],3.690000057
AGR,Azerbaijan,2018 [YR2018],36.25999832
AGR,"Bahamas, The",2018 [YR2018],2.25999999
AGR,Bahrain,2018 [YR2018],0.970000029
AGR,Bangladesh,2018 [YR2018],39.38999939
AGR,Barbados,2018 [YR2018],2.700000048
AGR,Belarus,2018 [YR2018],11.31000042
AGR,Belgium,2018 [YR2018],0.99000001
AGR,Belize,2018 [YR2018],17.01000023
AGR,Benin,2018 [YR2018],39.08000183
AGR,Bhutan,2018 [YR2018],56.11999893
AGR,Bolivia,2018 [YR2018],31.05999947
AGR,Bosnia and Herzegovina,2018 [YR2018],15.72999954
AGR,Botswana,2018 [YR2018],20.37000084
AGR,Brazil,2018 [YR2018],9.260000229
AGR,Brunei Darussalam,2018 [YR2018],1.059999943
AGR,Bulgaria,2018 [YR2018],6.579999924
AGR,Burkina Faso,2018 [YR2018],27.07999992
AGR,Burundi,2018 [YR2018],86.25
AGR,Cabo Verde,2018 [YR2018],11.84000015
AGR,Cambodia,2018 [YR2018],36.38000107
AGR,Cameroon,2018 [YR2018],44.16999817
AGR,Canada,2018 [YR2018],1.49000001
AGR,Cayman Islands,2018 [YR2018],..
AGR,Central African Republic,2018 [YR2018],70.30000305
AGR,Chad,2018 [YR2018],75.38999939
AGR,Channel Islands,2018 [YR2018],2.700000048
AGR,Chile,2018 [YR2018],9.220000267
AGR,China,2018 [YR2018],26.06999969
AGR,Colombia,2018 [YR2018],16.70999908
AGR,Comoros,2018 [YR2018],34.99000168
AGR,"Congo, Dem. Rep.",2018 [YR2018],64.80999756
AGR,"Congo, Rep.",2018 [YR2018],33.74000168
AGR,Costa Rica,2018 [YR2018],12.39999962
AGR,Cote d'Ivoire,2018 [YR2018],41.00999832
AGR,Croatia,2018 [YR2018],6.239999771
AGR,Cuba,2018 [YR2018],17.69000053
AGR,Curacao,2018 [YR2018],..
AGR,Cyprus,2018 [YR2018],2.170000076
AGR,Czechia,2018 [YR2018],2.799999952
AGR,Denmark,2018 [YR2018],2.190000057
AGR,Djibouti,2018 [YR2018],25.46999931
AGR,Dominica,2018 [YR2018],..
AGR,Dominican Republic,2018 [YR2018],9.329999924
AGR,Ecuador,2018 [YR2018],28.82999992
AGR,"Egypt, Arab Rep.",2018 [YR2018],21.65999985
AGR,El Salvador,2018 [YR2018],16.70999908
AGR,Equatorial Guinea,2018 [YR2018],39.15000153
AGR,Eritrea,2018 [YR2018],63.75999832
AGR,Estonia,2018 [YR2018],3.289999962
AGR,Eswatini,2018 [YR2018],12.5
AGR,Ethiopia,2018 [YR2018],67.29000092
AGR,Faroe Islands,2018 [YR2018],..
AGR,Fiji,2018 [YR2018],17.97999954
AGR,Finland,2018 [YR2018],3.710000038
AGR,France,2018 [YR2018],2.5
AGR,French Polynesia,2018 [YR2018],7.039999962
AGR,Gabon,2018 [YR2018],30.59000015
AGR,"Gambia, The",2018 [YR2018],27.70999908
AGR,Georgia,2018 [YR2018],38.90000153
AGR,Germany,2018 [YR2018],1.25
AGR,Ghana,2018 [YR2018],31.04999924
AGR,Gibraltar,2018 [YR2018],..
AGR,Greece,2018 [YR2018],12.27000046
AGR,Guam,2018 [YR2018],0.239999995
AGR,Guatemala,2018 [YR2018],31.73999977
AGR,Guinea,2018 [YR2018],61.31999969
AGR,Guinea-Bissau,2018 [YR2018],61.06000137
AGR,Guyana,2018 [YR2018],15.89000034
AGR,Haiti,2018 [YR2018],29.21999931
AGR,Honduras,2018 [YR2018],30.67000008
AGR,"Hong Kong SAR, China",2018 [YR2018],0.170000002
AGR,Hungary,2018 [YR2018],4.849999905
AGR,Iceland,2018 [YR2018],4.03000021
AGR,India,2018 [YR2018],43.33000183
AGR,Indonesia,2018 [YR2018],29.62999916
AGR,"Iran, Islamic Rep.",2018 [YR2018],17.69000053
AGR,Iraq,2018 [YR2018],18.81999969
AGR,Ireland,2018 [YR2018],4.769999981
AGR,Isle of Man,2018 [YR2018],..
AGR,Israel,2018 [YR2018],0.959999979
AGR,Italy,2018 [YR2018],3.75999999
AGR,Jamaica,2018 [YR2018],16.22999954
AGR,Japan,2018 [YR2018],3.49000001
AGR,Jordan,2018 [YR2018],2.579999924
AGR,Kazakhstan,2018 [YR2018],15.77000046
AGR,Kenya,2018 [YR2018],55.08000183
AGR,Kiribati,2018 [YR2018],..
AGR,"Korea, Dem. People's Rep.",2018 [YR2018],44.54000092
AGR,"Korea, Rep.",2018 [YR2018],5
AGR,Kosovo,2018 [YR2018],..
AGR,Kuwait,2018 [YR2018],1.860000014
AGR,Kyrgyz Republic,2018 [YR2018],20.43000031
AGR,Lao PDR,2018 [YR2018],62.36999893
AGR,Latvia,2018 [YR2018],6.96999979
AGR,Lebanon,2018 [YR2018],11.68999958
AGR,Lesotho,2018 [YR2018],44.90999985
AGR,Liberia,2018 [YR2018],42.77999878
AGR,Libya,2018 [YR2018],16.95999908
AGR,Liechtenstein,2018 [YR2018],..
AGR,Lithuania,2018 [YR2018],7.179999828
AGR,Luxembourg,2018 [YR2018],1.049999952
AGR,"Macao SAR, China",2018 [YR2018],0.400000006
AGR,Madagascar,2018 [YR2018],64.68000031
AGR,Malawi,2018 [YR2018],76.63999939
AGR,Malaysia,2018 [YR2018],10.63000011
AGR,Maldives,2018 [YR2018],8.609999657
AGR,Mali,2018 [YR2018],63
AGR,Malta,2018 [YR2018],1
AGR,Marshall Islands,2018 [YR2018],..
AGR,Mauritania,2018 [YR2018],31.52000046
AGR,Mauritius,2018 [YR2018],6.199999809
AGR,Mexico,2018 [YR2018],12.81000042
AGR,"Micronesia, Fed. Sts.",2018 [YR2018],..
AGR,Moldova,2018 [YR2018],24.45999908
AGR,Monaco,2018 [YR2018],..
AGR,Mongolia,2018 [YR2018],26.65999985
AGR,Montenegro,2018 [YR2018],8.020000458
AGR,Morocco,2018 [YR2018],34.15000153
AGR,Mozambique,2018 [YR2018],70.58999634
AGR,Myanmar,2018 [YR2018],48.16999817
AGR,Namibia,2018 [YR2018],22.59000015
AGR,Nauru,2018 [YR2018],..
AGR,Nepal,2018 [YR2018],65.08000183
AGR,Netherlands,2018 [YR2018],2.099999905
AGR,New Caledonia,2018 [YR2018],1.929999948
AGR,New Zealand,2018 [YR2018],5.909999847
AGR,Nicaragua,2018 [YR2018],30.32999992
AGR,Niger,2018 [YR2018],72.86000061
AGR,Nigeria,2018 [YR2018],35.52999878
AGR,North Macedonia,2018 [YR2018],15.72000027
AGR,Northern Mariana Islands,2018 [YR2018],..
AGR,Norway,2018 [YR2018],2.109999895
AGR,Oman,2018 [YR2018],4.139999866
AGR,Pakistan,2018 [YR2018],37.41999817
AGR,Palau,2018 [YR2018],..
