name,price,date
Flour,1.187721,Apr-11
Flour,1.307194,May-11
Flour,1.314014,Jun-11
Flour,1.292,Jul-11
Flour,1.2375,Aug-11
Flour,1.275036,Sep-11
Flour,1.244571,Oct-11
Flour,1.181618,Nov-11
Flour,1.177914,Dec-11
Flour,1.246761,Jan-12
Flour,1.17306,Feb-12
Flour,1.210217,Mar-12
Flour,1.202574,Apr-12
Flour,1.192878,May-12
Flour,1.163741,Jun-12
Flour,1.142059,Jul-12
Flour,1.084667,Aug-12
Flour,1.087674,Sep-12
Flour,1.044511,Oct-12
Flour,1.040895,Nov-12
Flour,1.075373,Dec-12
Flour,1.11782,Jan-13
Flour,1.117803,Feb-13
Flour,1.19635,Mar-13
Flour,1.218425,Apr-13
Flour,1.253901,May-13
Flour,1.244255,Jun-13
Flour,1.233088,Jul-13
Flour,1.206194,Aug-13
Flour,1.271061,Sep-13
Flour,1.233657,Oct-13
Flour,1.24838,Nov-13
Flour,1.219643,Dec-13
Flour,1.269225,Jan-14
Flour,1.194488,Feb-14
Flour,1.134141,Mar-14
Flour,1.096667,Apr-14
Flour,1.114132,May-14
Flour,1.100155,Jun-14
Flour,1.097813,Jul-14
Flour,1.111151,Aug-14
Flour,1.087259,Sep-14
Flour,1.060735,Oct-14
Flour,1.083333,Nov-14
Flour,0.9862319,Dec-14
Flour,0.9863768,Jan-15
Flour,0.9679851,Feb-15
Flour,0.9300725,Mar-15
Flour,0.9123448,Apr-15
Flour,0.9151428,May-15
Flour,0.913125,Jun-15
Flour,0.9104138,Jul-15
Flour,0.9038621,Aug-15
Flour,0.9141726,Sep-15
Flour,0.9100704,Oct-15
Flour,0.865,Nov-15
Flour,0.8684058,Dec-15
Flour,0.8454225,Jan-16
Flour,0.8216084,Feb-16
Flour,0.8156552,Mar-16
Flour,0.8246154,Apr-16
Flour,0.8120689,May-16
Flour,0.8202817,Jun-16
Flour,0.79,Jul-16
Flour,0.8061268,Aug-16
Flour,0.7977397,Sep-16
Flour,0.7966207,Oct-16
Flour,0.7973104,Nov-16
Flour,0.8078378,Dec-16
Flour,0.7964626,Jan-17
Flour,0.8032653,Feb-17
Flour,0.8055782,Mar-17
Flour,0.8189334,Apr-17
Flour,0.8291781,May-17
Flour,0.8198572,Jun-17
Flour,0.8354225,Jul-17
Flour,0.8369655,Aug-17
Flour,0.808,Sep-17
Flour,0.7972593,Oct-17
Flour,0.8286806,Nov-17
Flour,0.8241379,Dec-17
Flour,0.8272222,Jan-18
Flour,0.7984397,Feb-18
Flour,0.805188,Mar-18
Flour,0.79,Apr-18
Flour,0.7884722,May-18
Flour,0.7654483,Jun-18
Flour,0.7593836,Jul-18
Flour,0.7567808,Aug-18
Flour,0.7488965,Sep-18
Flour,0.7441781,Oct-18
Flour,0.7507746,Nov-18
Flour,0.7517021,Dec-18
Flour,0.7438346,Jan-19
Flour,0.7402256,Feb-19
Flour,0.7435915,Mar-19
Flour,0.7563449,Apr-19
Flour,0.7570834,May-19
Flour,0.7511111,Jun-19
Flour,0.745625,Jul-19
Flour,0.7342857,Aug-19
Flour,0.7405714,Sep-19
Flour,0.7406428,Oct-19
Flour,0.7555797,Nov-19
Flour,0.7447183,Dec-19
Flour,0.7532143,Jan-20
Flour,0.7496428,Feb-20
Flour,0.8064,Mar-20
Flour,0.7083333,Apr-20
Flour,0.7428889,May-20
Flour,0.7919444,Jun-20
Flour,0.9165789,Jul-20
Flour,0.778018,Aug-20
Flour,0.7517143,Sep-20
Flour,0.7603419,Oct-20
Flour,0.7379546,Nov-20
Flour,0.7204081,Dec-20
Flour,0.7063025,Jan-21
Flour,0.6444538,Feb-21
Flour,0.6465254,Mar-21
Flour,0.6326496,Apr-21
Flour,0.6509524,May-21
Flour,0.7015929,Jun-21
Flour,0.687,Jul-21
Flour,0.6830657,Aug-21
Flour,0.6921324,Sep-21
Flour,0.7121831,Oct-21
Flour,0.7122378,Nov-21
Flour,0.7111189,Dec-21
Flour,0.7240559,Jan-22
Flour,0.7167164,Feb-22
Flour,0.7459574,Mar-22
Flour,0.7632639,Apr-22
Flour,0.7843357,May-22
Flour,0.8095804,Jun-22
Flour,0.8486363,Jul-22
Flour,0.8572857,Aug-22
Flour,0.8586525,Sep-22
Flour,0.8523077,Oct-22
Flour,0.8518897,Nov-22
Pasta,0.5351613,Jan-00
Pasta,0.5376667,Feb-00
Pasta,0.54,Mar-00
Pasta,0.538255,Apr-00
Pasta,0.5316556,May-00
Pasta,0.5254422,Jun-00
Pasta,0.4914598,Jul-00
Pasta,0.5368182,Aug-00
Pasta,0.5164138,Sep-00
Pasta,0.5363333,Oct-00
Pasta,0.5281818,Nov-00
Pasta,0.5357143,Dec-00
Pasta,0.5306756,Jan-01
Pasta,0.5372603,Feb-01
Pasta,0.5334932,Mar-01
Pasta,0.5495364,Apr-01
Pasta,0.5550967,May-01
Pasta,0.553522,Jun-01
Pasta,0.5494771,Jul-01
Pasta,0.5602027,Aug-01
Pasta,0.5492208,Sep-01
Pasta,0.5478064,Oct-01
Pasta,0.5154861,Nov-01
Pasta,0.554671,Dec-01
Pasta,0.5495394,Jan-02
Pasta,0.5769065,Feb-02
Pasta,0.5882432,Mar-02
Pasta,0.5637931,Apr-02
Pasta,0.5723179,May-02
Pasta,0.5744079,Jun-02
Pasta,0.5834437,Jul-02
Pasta,0.5828105,Aug-02
Pasta,0.5722,Sep-02
Pasta,0.5737324,Oct-02
Pasta,0.5805442,Nov-02
Pasta,0.585,Dec-02
Pasta,0.5704827,Jan-03
Pasta,0.5522326,Feb-03
Pasta,0.5290476,Mar-03
Pasta,0.5669101,Apr-03
Pasta,0.5443787,May-03
Pasta,0.5734807,Jun-03
Pasta,0.5825967,Jul-03
Pasta,0.5881035,Aug-03
Pasta,0.5724044,Sep-03
Pasta,0.5629891,Oct-03
Pasta,0.5522388,Nov-03
Pasta,0.5720814,Dec-03
Pasta,0.5630397,Jan-04
Pasta,0.5722018,Feb-04
Pasta,0.5790455,Mar-04
Pasta,0.5619546,Apr-04
Pasta,0.5449057,May-04
Pasta,0.536872,Jun-04
Pasta,0.5536279,Jul-04
Pasta,0.5407798,Aug-04
Pasta,0.5432039,Sep-04
Pasta,0.5536702,Oct-04
Pasta,0.5292105,Nov-04
Pasta,0.554853,Dec-04
Pasta,0.5498995,Jan-05
Pasta,0.5586191,Feb-05
Pasta,0.5544928,Mar-05
Pasta,0.5344393,Apr-05
Pasta,0.539916,May-05
Pasta,0.5158706,Jun-05
Pasta,0.5415714,Jul-05
Pasta,0.5356098,Aug-05
Pasta,0.5419898,Sep-05
Pasta,0.5289524,Oct-05
Pasta,0.5532161,Nov-05
Pasta,0.5524873,Dec-05
Pasta,0.5599487,Jan-06
Pasta,0.5594898,Feb-06
Pasta,0.55685,Mar-06
Pasta,0.5421808,Apr-06
Pasta,0.5430435,May-06
Pasta,0.5161026,Jun-06
Pasta,0.5103941,Jul-06
Pasta,0.4958525,Aug-06
Pasta,0.497963,Sep-06
Pasta,0.479814,Oct-06
Pasta,0.4945714,Nov-06
Pasta,0.4960092,Dec-06
Pasta,0.4754146,Jan-07
Pasta,0.4931,Feb-07
Pasta,0.4825,Mar-07
Pasta,0.465,Apr-07
Pasta,0.4923697,May-07
Pasta,0.4956872,Jun-07
Pasta,0.4722927,Jul-07
Pasta,0.4789623,Aug-07
Pasta,0.5384,Sep-07
Pasta,0.5610417,Oct-07
Pasta,0.5985849,Nov-07
Pasta,0.6181106,Dec-07
Pasta,0.6055122,Jan-08
Pasta,0.655493,Feb-08
Pasta,0.6614027,Mar-08
Pasta,0.6680488,Apr-08
Pasta,0.7397102,May-08
Pasta,0.7681603,Jun-08
Pasta,0.837757,Jul-08
Pasta,0.8221363,Aug-08
Pasta,0.8286111,Sep-08
Pasta,0.8345833,Oct-08
Pasta,0.8406912,Nov-08
Pasta,0.8319907,Dec-08
Pasta,0.8098148,Jan-09
Pasta,0.7902985,Feb-09
Pasta,0.759505,Mar-09
Pasta,0.7028205,Apr-09
Pasta,0.7699517,May-09
Pasta,0.7627053,Jun-09
Pasta,0.779703,Jul-09
Pasta,0.7701376,Aug-09
Pasta,0.7326339,Sep-09
Pasta,0.7233031,Oct-09
Pasta,0.6983929,Nov-09
Pasta,0.7069058,Dec-09
Pasta,0.7219282,Jan-10
Pasta,0.6785253,Feb-10
Pasta,0.6590909,Mar-10
Pasta,0.7204825,Apr-10
Pasta,0.7331465,May-10
Pasta,0.7225,Jun-10
Pasta,0.7665939,Jul-10
Pasta,0.7956465,Aug-10
Pasta,0.8390638,Sep-10
Pasta,0.8394421,Oct-10
Pasta,0.8406957,Nov-10
Pasta,0.85,Dec-10
Pasta,0.8714285,Jan-11
Pasta,0.9098696,Feb-11
Pasta,0.8991561,Mar-11
Pasta,0.8883871,Apr-11
Pasta,0.9032273,May-11
Pasta,0.9461991,Jun-11
Pasta,0.9920465,Jul-11
Pasta,0.9847273,Aug-11
Pasta,0.9840183,Sep-11
Pasta,0.9591244,Oct-11
Pasta,0.9535159,Nov-11
Pasta,0.9638667,Dec-11
Pasta,0.9680591,Jan-12
Pasta,1.019696,Feb-12
Pasta,1.013476,Mar-12
Pasta,1.020667,Apr-12
Pasta,1.05,May-12
Pasta,1.05416,Jun-12
Pasta,1.05,Jul-12
Pasta,1.047702,Aug-12
Pasta,1.072034,Sep-12
Pasta,1.063234,Oct-12
Pasta,1.07928,Nov-12
Pasta,1.087511,Dec-12
Pasta,0.9684322,Jan-13
Pasta,1.032189,Feb-13
Pasta,1.041623,Mar-13
Pasta,1.045112,Apr-13
Pasta,1.012563,May-13
Pasta,1.049823,Jun-13
Pasta,1.027124,Jul-13
Pasta,1.050511,Aug-13
Pasta,1.008936,Sep-13
Pasta,0.9788839,Oct-13
Pasta,1.048692,Nov-13
Pasta,1.005494,Dec-13
Pasta,1.050551,Jan-14
Pasta,1.039134,Feb-14
Pasta,1.043136,Mar-14
Pasta,1.069412,Apr-14
Pasta,1.036178,May-14
Pasta,1.027076,Jun-14
Pasta,1.059279,Jul-14
Pasta,1.048101,Aug-14
Pasta,1.061967,Sep-14
Pasta,1.046513,Oct-14
Pasta,1.047647,Nov-14
Pasta,1.001838,Dec-14
Pasta,0.9714163,Jan-15
Pasta,0.9924255,Feb-15
Pasta,1.004249,Mar-15
Pasta,1.018133,Apr-15
Pasta,0.99275,May-15
Pasta,0.9716102,Jun-15
Pasta,0.9429075,Jul-15
Pasta,1.000553,Aug-15
Pasta,0.9922078,Sep-15
Pasta,0.9312227,Oct-15
Pasta,0.9915385,Nov-15
Pasta,1.010591,Dec-15
Pasta,0.932647,Jan-16
Pasta,0.9576891,Feb-16
Pasta,1.005439,Mar-16
Pasta,0.9712033,Apr-16
Pasta,0.9847916,May-16
Pasta,0.931841,Jun-16
Pasta,0.9053509,Jul-16
Pasta,0.9137447,Aug-16
Pasta,0.9595,Sep-16
Pasta,0.881822,Oct-16
Pasta,0.9071009,Nov-16
Pasta,0.8496537,Dec-16
Pasta,0.8384783,Jan-17
Pasta,0.896805,Feb-17
Pasta,0.8585477,Mar-17
Pasta,0.8720902,Apr-17
Pasta,0.8760494,May-17
Pasta,0.834226,Jun-17
Pasta,0.8292083,Jul-17
Pasta,0.8368334,Aug-17
Pasta,0.852,Sep-17
Pasta,0.8582627,Oct-17
Pasta,0.8357204,Nov-17
Pasta,0.890766,Dec-17
Pasta,0.8839496,Jan-18
Pasta,0.7926778,Feb-18
Pasta,0.8539166,Mar-18
Pasta,0.7995417,Apr-18
Pasta,0.7828926,May-18
Pasta,0.7808197,Jun-18
Pasta,0.8014403,Jul-18
Pasta,0.7716872,Aug-18
Pasta,0.7896265,Sep-18
Pasta,0.752418,Oct-18
Pasta,0.7457025,Nov-18
Pasta,0.7639095,Dec-18
Pasta,0.7320417,Jan-19
Pasta,0.7859664,Feb-19
Pasta,0.7599127,Mar-19
Pasta,0.8122634,Apr-19
Pasta,0.7721311,May-19
Pasta,0.7768852,Jun-19
Pasta,0.789917,Jul-19
Pasta,0.8120248,Aug-19
Pasta,0.72325,Sep-19
Pasta,0.8044583,Oct-19
Pasta,0.8116387,Nov-19
Pasta,0.8029218,Dec-19
Pasta,0.7529876,Jan-20
Pasta,0.7709544,Feb-20
Pasta,1.014769,Mar-20
Pasta,0.8775155,Apr-20
Pasta,0.8878075,May-20
Pasta,0.8656122,Jun-20
Pasta,0.9021198,Jul-20
Pasta,0.8288288,Aug-20
Pasta,0.7987168,Sep-20
Pasta,0.7703382,Oct-20
Pasta,0.7899383,Nov-20
Pasta,0.7705494,Dec-20
Pasta,0.7625366,Jan-21
Pasta,0.7406372,Feb-21
Pasta,0.8561403,Mar-21
Pasta,0.8360274,Apr-21
Pasta,0.8593204,May-21
Pasta,0.8585185,Jun-21
Pasta,0.8465254,Jul-21
Pasta,0.8685356,Aug-21
Pasta,0.8413191,Sep-21
Pasta,0.8703509,Oct-21
Pasta,0.9377826,Nov-21
Pasta,0.9952444,Dec-21
Pasta,0.9413913,Jan-22
Pasta,1.032597,Feb-22
Pasta,1.025401,Mar-22
Pasta,1.021708,Apr-22
Pasta,1.08076,May-22
Pasta,1.13044,Jun-22
Pasta,1.139578,Jul-22
Pasta,1.141116,Aug-22
Pasta,1.135208,Sep-22
Pasta,1.190211,Oct-22
Pasta,1.234359,Nov-22
Milk (semi),0.5330968,Jan-00
Milk (semi),0.5323648,Feb-00
Milk (semi),0.5340523,Mar-00
Milk (semi),0.5344079,Apr-00
Milk (semi),0.5343137,May-00
Milk (semi),0.5323684,Jun-00
Milk (semi),0.534183,Jul-00
Milk (semi),0.5316883,Aug-00
Milk (semi),0.5318543,Sep-00
Milk (semi),0.5371154,Oct-00
Milk (semi),0.5360927,Nov-00
Milk (semi),0.5337086,Dec-00
Milk (semi),0.535,Jan-01
Milk (semi),0.557483,Feb-01
Milk (semi),0.5539355,Mar-01
Milk (semi),0.5656129,Apr-01
Milk (semi),0.5758228,May-01
Milk (semi),0.5762893,Jun-01
Milk (semi),0.5758125,Jul-01
Milk (semi),0.5786625,Aug-01
Milk (semi),0.5776129,Sep-01
Milk (semi),0.5781529,Oct-01
Milk (semi),0.579172,Nov-01
Milk (semi),0.5781875,Dec-01
Milk (semi),0.5741177,Jan-02
Milk (semi),0.597972,Feb-02
Milk (semi),0.6019463,Mar-02
Milk (semi),0.6011487,Apr-02
Milk (semi),0.6031373,May-02
Milk (semi),0.6039474,Jun-02
Milk (semi),0.6014474,Jul-02
Milk (semi),0.5986928,Aug-02
Milk (semi),0.6102055,Sep-02
Milk (semi),0.6169798,Oct-02
Milk (semi),0.6182051,Nov-02
Milk (semi),0.6209554,Dec-02
Milk (semi),0.621519,Jan-03
Milk (semi),0.6143421,Feb-03
Milk (semi),0.6148366,Mar-03
Milk (semi),0.6189394,Apr-03
Milk (semi),0.6269925,May-03
Milk (semi),0.6232089,Jun-03
Milk (semi),0.6413869,Jul-03
Milk (semi),0.6382946,Aug-03
Milk (semi),0.6338931,Sep-03
Milk (semi),0.6374242,Oct-03
Milk (semi),0.6344079,Nov-03
Milk (semi),0.6345033,Dec-03
Milk (semi),0.6317881,Jan-04
Milk (semi),0.6383458,Feb-04
Milk (semi),0.6344361,Mar-04
Milk (semi),0.632,Apr-04
Milk (semi),0.6373571,May-04
Milk (semi),0.6312408,Jun-04
Milk (semi),0.6372535,Jul-04
Milk (semi),0.6357857,Aug-04
Milk (semi),0.6371014,Sep-04
Milk (semi),0.6338571,Oct-04
Milk (semi),0.6352482,Nov-04
Milk (semi),0.6312587,Dec-04
Milk (semi),0.631844,Jan-05
Milk (semi),0.6322963,Feb-05
Milk (semi),0.658806,Mar-05
Milk (semi),0.6603571,Apr-05
Milk (semi),0.6015584,May-05
Milk (semi),0.6646853,Jun-05
Milk (semi),0.6664789,Jul-05
Milk (semi),0.6606429,Aug-05
Milk (semi),0.6603597,Sep-05
Milk (semi),0.6647102,Oct-05
Milk (semi),0.6644118,Nov-05
Milk (semi),0.6564963,Dec-05
Milk (semi),0.6617518,Jan-06
Milk (semi),0.6797826,Feb-06
Milk (semi),0.6386331,Mar-06
Milk (semi),0.6226428,Apr-06
Milk (semi),0.6179137,May-06
Milk (semi),0.6392254,Jun-06
Milk (semi),0.6834028,Jul-06
Milk (semi),0.6843662,Aug-06
Milk (semi),0.6841844,Sep-06
Milk (semi),0.6890845,Oct-06
Milk (semi),0.6820144,Nov-06
Milk (semi),0.6845714,Dec-06
Milk (semi),0.6906338,Jan-07
Milk (semi),0.6853793,Feb-07
Milk (semi),0.6997945,Mar-07
Milk (semi),0.7046528,Apr-07
Milk (semi),0.7052414,May-07
Milk (semi),0.705461,Jun-07
Milk (semi),0.7044755,Jul-07
Milk (semi),0.7079286,Aug-07
Milk (semi),0.7875362,Sep-07
Milk (semi),0.7908904,Oct-07
Milk (semi),0.7954482,Nov-07
Milk (semi),0.7965068,Dec-07
Milk (semi),0.7945946,Jan-08
Milk (semi),0.7913793,Feb-08
Milk (semi),0.7879861,Mar-08
Milk (semi),0.7865753,Apr-08
Milk (semi),0.7867133,May-08
Milk (semi),0.8213889,Jun-08
Milk (semi),0.8182517,Jul-08
Milk (semi),0.822324,Aug-08
Milk (semi),0.8211644,Sep-08
Milk (semi),0.8668493,Oct-08
Milk (semi),0.8719048,Nov-08
Milk (semi),0.8708108,Dec-08
Milk (semi),0.8702041,Jan-09
Milk (semi),0.8702098,Feb-09
Milk (semi),0.8709722,Mar-09
Milk (semi),0.870979,Apr-09
Milk (semi),0.8695071,May-09
Milk (semi),0.8693706,Jun-09
Milk (semi),0.8702817,Jul-09
Milk (semi),0.8715278,Aug-09
Milk (semi),0.8706207,Sep-09
Milk (semi),0.8659722,Oct-09
Milk (semi),0.866014,Nov-09
Milk (semi),0.8659722,Dec-09
Milk (semi),0.8684286,Jan-10
Milk (semi),0.8622302,Feb-10
Milk (semi),0.8644521,Mar-10
Milk (semi),0.8618621,Apr-10
Milk (semi),0.8668966,May-10
Milk (semi),0.8623776,Jun-10
Milk (semi),0.8635212,Jul-10
Milk (semi),0.8626897,Aug-10
Milk (semi),0.8664539,Sep-10
Milk (semi),0.865,Oct-10
Milk (semi),0.8642657,Nov-10
Milk (semi),0.8657534,Dec-10
Milk (semi),0.8668708,Jan-11
Milk (semi),0.8652778,Feb-11
Milk (semi),0.8647586,Mar-11
Milk (semi),0.864863,Apr-11
Milk (semi),0.8879021,May-11
Milk (semi),0.8902758,Jun-11
Milk (semi),0.8934483,Jul-11
Milk (semi),0.8920548,Aug-11
Milk (semi),0.8910204,Sep-11
Milk (semi),0.8941379,Oct-11
Milk (semi),0.8954545,Nov-11
Milk (semi),0.8955862,Dec-11
Milk (semi),0.8934483,Jan-12
Milk (semi),0.8945324,Feb-12
Milk (semi),0.8936363,Mar-12
Milk (semi),0.8926389,Apr-12
Milk (semi),0.8918367,May-12
Milk (semi),0.8902041,Jun-12
Milk (semi),0.8898639,Jul-12
Milk (semi),0.8909589,Aug-12
Milk (semi),0.8917007,Sep-12
Milk (semi),0.8927972,Oct-12
Milk (semi),0.8927027,Nov-12
Milk (semi),0.8928082,Dec-12
Milk (semi),0.8921769,Jan-13
Milk (semi),0.9021379,Feb-13
Milk (semi),0.9004729,Mar-13
Milk (semi),0.9008904,Apr-13
Milk (semi),0.8973972,May-13
Milk (semi),0.8995918,Jun-13
Milk (semi),0.8988356,Jul-13
Milk (semi),0.8986713,Aug-13
Milk (semi),0.8921089,Sep-13
Milk (semi),0.8990476,Oct-13
Milk (semi),0.8997945,Nov-13
Milk (semi),0.8989041,Dec-13
Milk (semi),0.9002721,Jan-14
Milk (semi),0.893931,Feb-14
Milk (semi),0.8791096,Mar-14
Milk (semi),0.8785915,Apr-14
Milk (semi),0.8777083,May-14
Milk (semi),0.8773611,Jun-14
Milk (semi),0.8778322,Jul-14
Milk (semi),0.8782192,Aug-14
Milk (semi),0.8864384,Sep-14
Milk (semi),0.8810416,Oct-14
Milk (semi),0.8789655,Nov-14
Milk (semi),0.8752055,Dec-14
Milk (semi),0.8488811,Jan-15
Milk (semi),0.8401399,Feb-15
Milk (semi),0.8524138,Mar-15
Milk (semi),0.8531757,Apr-15
Milk (semi),0.8548667,May-15
Milk (semi),0.8504027,Jun-15
Milk (semi),0.8271621,Jul-15
Milk (semi),0.8212329,Aug-15
Milk (semi),0.8212081,Sep-15
Milk (semi),0.8196667,Oct-15
Milk (semi),0.802585,Nov-15
Milk (semi),0.8021622,Dec-15
Milk (semi),0.8006122,Jan-16
Milk (semi),0.8065069,Feb-16
Milk (semi),0.8068,Mar-16
Milk (semi),0.8072483,Apr-16
Milk (semi),0.8187333,May-16
Milk (semi),0.8192617,Jun-16
Milk (semi),0.817551,Jul-16
Milk (semi),0.8175343,Aug-16
Milk (semi),0.8172109,Sep-16
Milk (semi),0.8183674,Oct-16
Milk (semi),0.8159864,Nov-16
Milk (semi),0.8209524,Dec-16
Milk (semi),0.8189655,Jan-17
Milk (semi),0.8186014,Feb-17
Milk (semi),0.8235374,Mar-17
Milk (semi),0.8216216,Apr-17
Milk (semi),0.8300681,May-17
Milk (semi),0.830411,Jun-17
Milk (semi),0.834726,Jul-17
Milk (semi),0.8311644,Aug-17
Milk (semi),0.8268707,Sep-17
Milk (semi),0.8193793,Oct-17
Milk (semi),0.8376224,Nov-17
Milk (semi),0.8484138,Dec-17
Milk (semi),0.8428571,Jan-18
Milk (semi),0.8449655,Feb-18
Milk (semi),0.8476191,Mar-18
Milk (semi),0.8499311,Apr-18
Milk (semi),0.8503333,May-18
Milk (semi),0.8463087,Jun-18
Milk (semi),0.8502027,Jul-18
Milk (semi),0.8556,Aug-18
Milk (semi),0.85483,Sep-18
Milk (semi),0.8542466,Oct-18
Milk (semi),0.8550676,Nov-18
Milk (semi),0.8587075,Dec-18
Milk (semi),0.8602759,Jan-19
Milk (semi),0.8520979,Feb-19
Milk (semi),0.8428571,Mar-19
Milk (semi),0.8432877,Apr-19
Milk (semi),0.8443835,May-19
Milk (semi),0.8422759,Jun-19
Milk (semi),0.8420548,Jul-19
Milk (semi),0.8437063,Aug-19
Milk (semi),0.8388591,Sep-19
Milk (semi),0.8393919,Oct-19
Milk (semi),0.8391216,Nov-19
Milk (semi),0.8376352,Dec-19
Milk (semi),0.8419048,Jan-20
Milk (semi),0.8421233,Feb-20
Milk (semi),0.8447445,Mar-20
Milk (semi),0.8364151,Apr-20
Milk (semi),0.8317692,May-20
Milk (semi),0.8312214,Jun-20
Milk (semi),0.8308397,Jul-20
Milk (semi),0.8426241,Aug-20
Milk (semi),0.8469388,Sep-20
Milk (semi),0.8476552,Oct-20
Milk (semi),0.8434042,Nov-20
Milk (semi),0.8439785,Dec-20
Milk (semi),0.8376316,Jan-21
Milk (semi),0.8391228,Feb-21
Milk (semi),0.837907,Mar-21
Milk (semi),0.837907,Apr-21
Milk (semi),0.8452778,May-21
Milk (semi),0.8450413,Jun-21
Milk (semi),0.8447945,Jul-21
Milk (semi),0.8508904,Aug-21
Milk (semi),0.8504861,Sep-21
Milk (semi),0.8558451,Oct-21
Milk (semi),0.8813103,Nov-21
Milk (semi),0.910625,Dec-21
Milk (semi),0.9189436,Jan-22
Milk (semi),0.9396154,Feb-22
Milk (semi),0.960979,Mar-22
Milk (semi),0.981875,Apr-22
Milk (semi),1.013103,May-22
Milk (semi),1.077448,Jun-22
Milk (semi),1.142222,Jul-22
Milk (semi),1.207958,Aug-22
Milk (semi),1.220211,Sep-22
Milk (semi),1.281497,Oct-22
Milk (semi),1.300775,Nov-22
Potatoes (new),0.7851082,Jan-00
Potatoes (new),0.8009005,Feb-00
Potatoes (new),0.851046,Mar-00
