name,date,AveragePrice
Pasta,01/12/2014,1.0018376
Pasta,01/01/2015,0.97141629
Pasta,01/02/2015,0.9924255
Pasta,01/03/2015,1.004249
Pasta,01/04/2015,1.0181328
Pasta,01/05/2015,0.99274999
Pasta,01/06/2015,0.97161019
Pasta,01/07/2015,0.94290751
Pasta,01/08/2015,1.0005531
Pasta,01/09/2015,0.99220777
Pasta,01/10/2015,0.93122268
Pasta,01/11/2015,0.99153847
Pasta,01/12/2015,1.0105907
Pasta,01/01/2016,0.93264705
Pasta,01/02/2016,0.95768911
Pasta,01/03/2016,1.0054393
Pasta,01/04/2016,0.97120333
Pasta,01/05/2016,0.98479164
Pasta,01/06/2016,0.93184102
Pasta,01/07/2016,0.90535086
Pasta,01/08/2016,0.91374469
Pasta,01/09/2016,0.95950001
Pasta,01/10/2016,0.88182205
Pasta,01/11/2016,0.90710086
Pasta,01/12/2016,0.84965366
Pasta,01/01/2017,0.83847827
Pasta,01/02/2017,0.89680499
Pasta,01/03/2017,0.85854775
Pasta,01/04/2017,0.87209016
Pasta,01/05/2017,0.8760494
Pasta,01/06/2017,0.83422595
Pasta,01/07/2017,0.82920831
Pasta,01/08/2017,0.83683336
Pasta,01/09/2017,0.852
Pasta,01/10/2017,0.85826272
Pasta,01/11/2017,0.83572036
Pasta,01/12/2017,0.89076596
Pasta,01/01/2018,0.88394958
Pasta,01/02/2018,0.79267782
Pasta,01/03/2018,0.85391665
Pasta,01/04/2018,0.79954165
Pasta,01/05/2018,0.78289258
Pasta,01/06/2018,0.78081965
Pasta,01/07/2018,0.8014403
Pasta,01/08/2018,0.77168721
Pasta,01/09/2018,0.78962654
Pasta,01/10/2018,0.75241804
Pasta,01/11/2018,0.74570251
Pasta,01/12/2018,0.76390946
Pasta,01/01/2019,0.73204166
Pasta,01/02/2019,0.7859664
Pasta,01/03/2019,0.75991267
Pasta,01/04/2019,0.81226337
Pasta,01/05/2019,0.77213115
Pasta,01/06/2019,0.77688521
Pasta,01/07/2019,0.78991699
Pasta,01/08/2019,0.81202477
Pasta,01/09/2019,0.72324997
Pasta,01/10/2019,0.80445832
Pasta,01/11/2019,0.81163865
Pasta,01/12/2019,0.80292183
Pasta,01/01/2020,0.75298756
Pasta,01/02/2020,0.77095437
Pasta,01/03/2020,1.0147692
Pasta,01/04/2020,0.87751549
Pasta,01/05/2020,0.88780749
Pasta,01/06/2020,0.86561221
Pasta,01/07/2020,0.90211982
Pasta,01/08/2020,0.82882881
Pasta,01/09/2020,0.79871678
Pasta,01/10/2020,0.77033818
Pasta,01/11/2020,0.78993827
Pasta,01/12/2020,0.77054942
Pasta,01/01/2021,0.76253659
Pasta,01/02/2021,0.74063724
Pasta,01/03/2021,0.85614032
Pasta,01/04/2021,0.83602738
Pasta,01/05/2021,0.8593204
Pasta,01/06/2021,0.85851848
Pasta,01/07/2021,0.84652543
Pasta,01/08/2021,0.86853558
Pasta,01/09/2021,0.84131914
Pasta,01/10/2021,0.8703509
Pasta,01/11/2021,0.93778259
Pasta,01/12/2021,0.99524444
Pasta,01/01/2022,0.94139129
Pasta,01/02/2022,1.0325974
Pasta,01/03/2022,1.0254009
Pasta,01/04/2022,1.0217084
Pasta,01/05/2022,1.0807595
Pasta,01/06/2022,1.1304405
Pasta,01/07/2022,1.1395781
Pasta,01/08/2022,1.1411159
Pasta,01/09/2022,1.1352084
Pasta,01/10/2022,1.1902109
Pasta,01/11/2022,1.234359
Milk (semi),01/01/2001,0.53500003
Milk (semi),01/02/2001,0.55748296
Milk (semi),01/03/2001,0.55393547
Milk (semi),01/04/2001,0.56561291
Milk (semi),01/05/2001,0.57582277
Milk (semi),01/06/2001,0.5762893
Milk (semi),01/07/2001,0.57581252
Milk (semi),01/08/2001,0.57866246
Milk (semi),01/09/2001,0.57761294
Milk (semi),01/10/2001,0.57815289
Milk (semi),01/11/2001,0.57917196
Milk (semi),01/12/2001,0.57818753
Milk (semi),01/01/2002,0.57411766
Milk (semi),01/02/2002,0.59797204
Milk (semi),01/03/2002,0.60194629
Milk (semi),01/04/2002,0.60114866
Milk (semi),01/05/2002,0.60313725
Milk (semi),01/06/2002,0.6039474
Milk (semi),01/07/2002,0.6014474
Milk (semi),01/08/2002,0.59869283
Milk (semi),01/09/2002,0.61020547
Milk (semi),01/10/2002,0.61697984
Milk (semi),01/11/2002,0.61820513
Milk (semi),01/12/2002,0.62095541
Milk (semi),01/01/2003,0.62151897
Milk (semi),01/02/2003,0.61434209
Milk (semi),01/03/2003,0.61483657
Milk (semi),01/04/2003,0.6189394
Milk (semi),01/05/2003,0.62699246
Milk (semi),01/06/2003,0.62320894
Milk (semi),01/07/2003,0.64138687
Milk (semi),01/08/2003,0.63829458
Milk (semi),01/09/2003,0.63389313
Milk (semi),01/10/2003,0.63742423
Milk (semi),01/11/2003,0.63440788
Milk (semi),01/12/2003,0.6345033
Milk (semi),01/01/2004,0.63178807
Milk (semi),01/02/2004,0.63834584
Milk (semi),01/03/2004,0.63443607
Milk (semi),01/04/2004,0.63199997
Milk (semi),01/05/2004,0.63735712
Milk (semi),01/06/2004,0.63124084
Milk (semi),01/07/2004,0.63725352
Milk (semi),01/08/2004,0.6357857
Milk (semi),01/09/2004,0.63710141
Milk (semi),01/10/2004,0.63385713
Milk (semi),01/11/2004,0.63524824
Milk (semi),01/12/2004,0.63125873
Milk (semi),01/01/2005,0.63184398
Milk (semi),01/02/2005,0.63229626
Milk (semi),01/03/2005,0.65880597
Milk (semi),01/04/2005,0.66035712
Milk (semi),01/05/2005,0.60155845
Milk (semi),01/06/2005,0.66468531
Milk (semi),01/07/2005,0.66647887
Milk (semi),01/08/2005,0.66064286
Milk (semi),01/09/2005,0.66035974
Milk (semi),01/10/2005,0.66471016
Milk (semi),01/11/2005,0.66441178
Milk (semi),01/12/2005,0.65649635
Milk (semi),01/01/2006,0.66175181
Milk (semi),01/02/2006,0.67978263
Milk (semi),01/03/2006,0.63863307
Milk (semi),01/04/2006,0.62264282
Milk (semi),01/05/2006,0.61791366
Milk (semi),01/06/2006,0.63922536
Milk (semi),01/07/2006,0.68340278
Milk (semi),01/08/2006,0.68436617
Milk (semi),01/09/2006,0.68418437
Milk (semi),01/10/2006,0.68908453
Milk (semi),01/11/2006,0.68201441
Milk (semi),01/12/2006,0.68457144
Milk (semi),01/01/2007,0.69063377
Milk (semi),01/02/2007,0.68537933
Milk (semi),01/03/2007,0.69979453
Milk (semi),01/04/2007,0.70465279
Milk (semi),01/05/2007,0.70524138
Milk (semi),01/06/2007,0.70546103
Milk (semi),01/07/2007,0.70447552
Milk (semi),01/08/2007,0.7079286
Milk (semi),01/09/2007,0.7875362
Milk (semi),01/10/2007,0.7908904
Milk (semi),01/11/2007,0.79544824
Milk (semi),01/12/2007,0.79650682
Milk (semi),01/01/2008,0.79459459
Milk (semi),01/02/2008,0.79137933
Milk (semi),01/03/2008,0.7879861
Milk (semi),01/04/2008,0.78657532
Milk (semi),01/05/2008,0.7867133
Milk (semi),01/06/2008,0.8213889
Milk (semi),01/07/2008,0.81825173
Milk (semi),01/08/2008,0.82232398
Milk (semi),01/09/2008,0.82116437
Milk (semi),01/10/2008,0.8668493
Milk (semi),01/11/2008,0.87190479
Milk (semi),01/12/2008,0.87081081
Milk (semi),01/01/2009,0.87020409
Milk (semi),01/02/2009,0.87020981
Milk (semi),01/03/2009,0.87097222
Milk (semi),01/04/2009,0.87097901
Milk (semi),01/05/2009,0.86950707
Milk (semi),01/06/2009,0.86937064
Milk (semi),01/07/2009,0.8702817
Milk (semi),01/08/2009,0.87152779
Milk (semi),01/09/2009,0.87062073
Milk (semi),01/10/2009,0.86597222
Milk (semi),01/11/2009,0.866014
Milk (semi),01/12/2009,0.86597222
Milk (semi),01/01/2010,0.86842859
Milk (semi),01/02/2010,0.86223024
Milk (semi),01/03/2010,0.86445206
Milk (semi),01/04/2010,0.86186206
Milk (semi),01/05/2010,0.86689657
Milk (semi),01/06/2010,0.86237764
Milk (semi),01/07/2010,0.86352116
Milk (semi),01/08/2010,0.86268967
Milk (semi),01/09/2010,0.86645389
Milk (semi),01/10/2010,0.86500001
Milk (semi),01/11/2010,0.86426574
Milk (semi),01/12/2010,0.86575341
Milk (semi),01/01/2011,0.86687076
Milk (semi),01/02/2011,0.86527777
Milk (semi),01/03/2011,0.86475861
Milk (semi),01/04/2011,0.86486304
Milk (semi),01/05/2011,0.88790208
Milk (semi),01/06/2011,0.89027584
Milk (semi),01/07/2011,0.89344829
Milk (semi),01/08/2011,0.8920548
Milk (semi),01/09/2011,0.89102042
Milk (semi),01/10/2011,0.89413792
Milk (semi),01/11/2011,0.89545453
Milk (semi),01/12/2011,0.89558619
Milk (semi),01/01/2012,0.89344829
Milk (semi),01/02/2012,0.89453238
Milk (semi),01/03/2012,0.89363635
Milk (semi),01/04/2012,0.89263886
Milk (semi),01/05/2012,0.8918367
Milk (semi),01/06/2012,0.89020407
Milk (semi),01/07/2012,0.88986391
Milk (semi),01/08/2012,0.89095891
Milk (semi),01/09/2012,0.89170069
Milk (semi),01/10/2012,0.89279717
Milk (semi),01/11/2012,0.8927027
Milk (semi),01/12/2012,0.8928082
Milk (semi),01/01/2013,0.89217687
Milk (semi),01/02/2013,0.90213794
Milk (semi),01/03/2013,0.90047294
Milk (semi),01/04/2013,0.90089041
Milk (semi),01/05/2013,0.89739722
Milk (semi),01/06/2013,0.8995918
Milk (semi),01/07/2013,0.8988356
Milk (semi),01/08/2013,0.89867133
Milk (semi),01/09/2013,0.89210886
Milk (semi),01/10/2013,0.89904761
Milk (semi),01/11/2013,0.89979452
Milk (semi),01/12/2013,0.89890409
Milk (semi),01/01/2014,0.90027207
Milk (semi),01/02/2014,0.9017123
Milk (semi),01/03/2014,0.88693875
Milk (semi),01/04/2014,0.88664335
Milk (semi),01/05/2014,0.88565516
Milk (semi),01/06/2014,0.88531035
Milk (semi),01/07/2014,0.87783217
Milk (semi),01/08/2014,0.8860544
Milk (semi),01/09/2014,0.89421767
Milk (semi),01/10/2014,0.88896549
Milk (semi),01/11/2014,0.88684928
Milk (semi),01/12/2014,0.87520546
Milk (semi),01/01/2015,0.85708332
Milk (semi),01/02/2015,0.8484028
Milk (semi),01/03/2015,0.86047947
Milk (semi),01/04/2015,0.86107379
Milk (semi),01/05/2015,0.85486668
Milk (semi),01/06/2015,0.85826665
Milk (semi),01/07/2015,0.83523488
Milk (semi),01/08/2015,0.82945579
Milk (semi),01/09/2015,0.82926667
Milk (semi),01/10/2015,0.82768214
Milk (semi),01/11/2015,0.8108784
Milk (semi),01/12/2015,0.81040269
Milk (semi),01/01/2016,0.80891889
Milk (semi),01/02/2016,0.81482995
Milk (semi),01/03/2016,0.81490064
Milk (semi),01/04/2016,0.8154
Milk (semi),01/05/2016,0.82675499
Milk (semi),01/06/2016,0.82733333
Milk (semi),01/07/2016,0.81755102
Milk (semi),01/08/2016,0.8257823
Milk (semi),01/09/2016,0.82540542
Milk (semi),01/10/2016,0.82655406
Milk (semi),01/11/2016,0.82418919
Milk (semi),01/12/2016,0.82993245
Milk (semi),01/01/2017,0.8280822
Milk (semi),01/02/2017,0.82784724
Milk (semi),01/03/2017,0.83249998
Milk (semi),01/04/2017,0.8305369
Milk (semi),01/05/2017,0.83898646
Milk (semi),01/06/2017,0.83938777
Milk (semi),01/07/2017,0.84367347
Milk (semi),01/08/2017,0.83116436
Milk (semi),01/09/2017,0.83581078
Milk (semi),01/10/2017,0.82849318
Milk (semi),01/11/2017,0.84673613
Milk (semi),01/12/2017,0.85732877
Milk (semi),01/01/2018,0.85168922
Milk (semi),01/02/2018,0.84496552
Milk (semi),01/03/2018,0.84761906
Milk (semi),01/04/2018,0.84993106
Milk (semi),01/05/2018,0.85033333
Milk (semi),01/06/2018,0.84630871
Milk (semi),01/07/2018,0.85020274
Milk (semi),01/08/2018,0.8556
Milk (semi),01/09/2018,0.85482997
Milk (semi),01/10/2018,0.85424656
Milk (semi),01/11/2018,0.85506755
Milk (semi),01/12/2018,0.85870749
Milk (semi),01/01/2019,0.86027586
Milk (semi),01/02/2019,0.85209793
Milk (semi),01/03/2019,0.84285712
Milk (semi),01/04/2019,0.84328771
Milk (semi),01/05/2019,0.84438354
Milk (semi),01/06/2019,0.84227586
Milk (semi),01/07/2019,0.84205478
Milk (semi),01/08/2019,0.84370631
Milk (semi),01/09/2019,0.83885908
Milk (semi),01/10/2019,0.83939189
Milk (semi),01/11/2019,0.83912164
Milk (semi),01/12/2019,0.83763516
Milk (semi),01/01/2020,0.84190476
Milk (semi),01/02/2020,0.84212327
Milk (semi),01/03/2020,0.8447445
Milk (semi),01/04/2020,0.83641511
Milk (semi),01/05/2020,0.83176923
Milk (semi),01/06/2020,0.8312214
Milk (semi),01/07/2020,0.83083969
Milk (semi),01/08/2020,0.84262413
Milk (semi),01/09/2020,0.84693879
Milk (semi),01/10/2020,0.84765518
Milk (semi),01/11/2020,0.84340423
Milk (semi),01/12/2020,0.84397852
